20.5746		19.1406
20.3395		19.6618
19.9945		19.947
21.1884		16.7192
17.8798		11.3722
16.551		4.50937
19.0128		17.6592
17.6664		10.0983
18.6007		15.6164
19.3946		19.0539
19.6986		19.7219
20.5055		19.32
20.7415		18.6221
19.6605		19.6618
20.2816		19.7503
21.1471		16.9221
20.7297		18.6628
20.9678		17.7433
17.3925		8.52667
17.6791		10.1735
16.8392		5.72143
21.8313		13.1166
17.7046		10.3238
19.0408		17.78
18.1736		13.1459
17.8593		11.2485
20.8491		18.2281
20.9645		17.7575
18.2516		13.6122
19.6794		19.6924
23.61		3.91216
22.2355		10.6804
17.7555		10.6268
19.9221		19.932
19.3608		18.9541
22.5686		8.74425
18.159		13.0583
20.9333		17.8894
20.6261		18.9932
24.2714		2.03902
19.7016		19.7263
21.7173		13.7969
25.1298		0.743622
20.2087		19.8388
18.688		16.0856
20.7114		18.7243
20.3829		19.5848
18.7055		16.1773
18.2559		13.6381
19.7266		19.7617
17.9208		11.6197
25.4371		0.495483
17.6676		10.1054
20.779		18.4899
16.1717		3.1933
19.4413		19.1838
21.8919		12.7517
18.8568		16.9408
20.5596		19.1813
18.5642		15.4158
19.5492		19.4469
20.9226		17.934
22.0484		11.8059
20.7667		18.534
17.2084		7.53024
17.6583		10.0509
19.8958		19.9201
21.5302		14.8859
19.8595		19.8979
23.1667		5.69487
24.1414		2.33762
19.1453		18.2065
18.3358		14.1099
19.1906		18.3786
20.7898		18.4507
20.9508		17.8157
20.5582		19.185
17.436		8.77003
21.4532		15.3194
21.2595		16.3592
18.5947		15.5838
18.7329		16.3201
23.5215		4.23332
19.6135		19.5782
19.1536		18.2385
13.0368		0.0465267
22.2418		10.6425
14.6525		0.559127
18.0586		12.4527
15.4738		1.54071
20.5401		19.2329
21.2254		16.5333
20.5786		19.1297
23.6441		3.79292
19.9855		19.9466
20.1499		19.8912
19.8072		19.8547
21.1246		17.0301
20.4036		19.5451
20.951		17.8147
23.3684		4.83007
16.0332		2.79039
18.8349		16.8341
