11.9426		0.000482259
3.03486		0.123094
3.84989		0.169072
8.23651		0.0538551
3.53324		0.152436
4.92454		0.199329
8.44446		0.0452694
6.31343		0.160779
5.20108		0.198465
6.28648		0.162194
6.41223		0.155457
5.81751		0.183484
4.04005		0.177769
6.71495		0.138108
5.09879		0.199228
3.08036		0.125844
4.87712		0.199095
4.45331		0.192157
3.46689		0.14869
3.40921		0.145379
1.2485		0.0343447
4.1396		0.181841
3.27454		0.137485
8.17359		0.0566397
5.40344		0.195454
7.54384		0.0888347
5.85546		0.182034
4.99302		0.19947
5.30501		0.197165
3.18662		0.132241
3.93124		0.17293
2.6239		0.0984886
1.93837		0.0618041
5.76048		0.18556
6.19803		0.166711
5.7015		0.187571
6.12948		0.170069
2.4321		0.0874798
6.04452		0.174041
2.52356		0.0926728
2.74		0.105343
5.01207		0.199468
3.37169		0.1432
3.88693		0.170853
2.23189		0.0765442
2.72935		0.104709
5.23796		0.198064
2.22069		0.075952
3.9058		0.171745
7.47037		0.0930213
3.5033		0.150755
4.65673		0.196555
2.84594		0.111684
4.49521		0.193218
5.97449		0.177145
3.09697		0.126847
4.70234		0.197274
1.61637		0.0476819
4.0156		0.176715
5.03104		0.199447
3.18757		0.132298
5.0554		0.199395
6.29163		0.161925
4.31511		0.188112
3.01772		0.122057
4.79967		0.198473
5.65216		0.189143
5.92212		0.179357
6.03838		0.17432
4.89222		0.199182
2.3197		0.0812614
4.16809		0.18294
2.38133		0.0846468
4.68062		0.196944
4.87282		0.199068
4.59234		0.19537
6.52776		0.148995
5.63515		0.189662
9.12527		0.0237703
4.33867		0.188859
6.91476		0.126139
2.8466		0.111723
6.31207		0.160851
6.90627		0.126651
4.44701		0.19199
5.6212		0.190078
4.21152		0.184557
1.63378		0.0483875
5.57471		0.191403
5.3393		0.196621
4.99445		0.19947
6.18834		0.167194
2.87981		0.113724
1.55066		0.0450795
4.01273		0.17659
2.66632		0.100979
3.60068		0.156164
4.39461		0.190539
4.69883		0.197222
5.50576		0.193194
5.74135		0.186228
4.6607		0.196621
5.28139		0.197507
6.14691		0.169227
5.72948		0.186635
5.9679		0.177428
2.39247		0.0852651
2.67906		0.10173
1.83893		0.0572039
6.83128		0.131167
2.70448		0.103234
4.04066		0.177794
3.17359		0.131459
2.85927		0.112486
5.84923		0.182276
5.96459		0.17757
3.25154		0.136119
4.67961		0.196928
8.60988		0.0391253
7.23554		0.106801
2.75548		0.106265
4.92188		0.199319
4.36098		0.189545
7.56848		0.0874468
3.15901		0.130584
5.93346		0.178886
5.62602		0.189935
9.27222		0.0203726
4.70181		0.197266
6.71737		0.137965
10.1311		0.00742385
5.20866		0.198389
3.68788		0.160848
5.71118		0.18725
5.38286		0.19585
3.70534		0.161766
3.25588		0.136377
4.72687		0.19762
2.92083		0.116199
10.4381		0.00494862
2.66751		0.101049
5.77893		0.184902
1.17134		0.0319233
4.44115		0.191834
6.8919		0.127518
3.85696		0.169415
5.55979		0.191809
3.56425		0.154161
4.54906		0.194465
5.92274		0.179332
7.04837		0.11806
5.76658		0.185344
2.20832		0.0753006
2.65827		0.100505
4.89555		0.199199
6.53006		0.148864
4.85928		0.198978
8.16693		0.0569396
9.14076		0.023393
4.14519		0.182059
3.33571		0.141095
4.19054		0.183785
5.7898		0.184509
5.95095		0.178151
5.5584		0.191846
2.43611		0.0877051
6.4531		0.153198
6.25962		0.163586
3.59472		0.155838
3.73278		0.163194
8.52197		0.0423146
4.61359		0.195783
4.15345		0.182379
-1.96135		0.000466792
7.24189		0.106422
-0.346242		0.00560064
3.05858		0.124528
0.474745		0.0154241
5.5403		0.192324
6.22548		0.16533
5.57866		0.191294
8.64372		0.0379427
4.98543		0.199466
5.15007		0.19891
4.80721		0.198547
6.12447		0.170309
5.40359		0.195451
5.95119		0.178141
8.36811		0.0483106
1.03282		0.0278925
3.83501		0.168346
7.24835		0.106037
3.94743		0.173674
4.062		0.178697
3.95673		0.174098
8.1285		0.0586878
7.05687		0.117546
6.37016		0.157748
5.19205		0.198554
4.537		0.194197
